487,ನರರವೊಲೆ ಸುರರುಮಲೆದಲೆದು ಮರೆಯಾಗಿಹರು |ಭರತದೇಶದೊಳಮೈಗುಪ್ತಯವನರೊಳಂ ||ಸುರ ನಾಮ ರೂಪಗಳಸಂಖ್ಯಾತ; ನಿಜವೊಂದು |ತೆರೆ ಕೋಟಿ ಕಡಲೊಂದು - ಮಂಕುತಿಮ್ಮ ||
488,ಜೀವಿ ಬೇಡದಿರೆ ದೈವವನು ಕೇಳುವರಾರು? |ದೈವ ಗುಟ್ಟಿರಿಸದಿರೆ ಜೀವಿಯರಸುವುದೇಂ? ||ಜೀವ ದೈವಂಗಳ ಪರಸ್ಪರಾನ್ವೇಷಣೆಯೆ |ಲಾವಣ್ಯ ಸೃಷ್ಟಿಯಲಿ - ಮಂಕುತಿಮ್ಮ ||
489,ಕಣ್ಣಿರದೆ ರವಿಯೇನು? ರವಿಯಿರದೆ ಕಣ್ಣೇನು? |ಅನ್ಯೋನ್ಯ ಸಹಕೃತಿಯಿನುಭಯ ಸಾರ್ಥಕತೆ ||ನಿನ್ನಾತ್ಮ ಜಗದಾತ್ಮಕಂತು ಸಂಬಂಧವವು |ವಹ್ನಿಸ್ಫುಲಿಂಗಗಳೊ - ಮಂಕುತಿಮ್ಮ ||
490,ಬಹಿರದ್ಭುತವ ಮನುಜನಂತರದ್ಭುತವರಿತು |ಗ್ರಹಿಸುವಂತಾಗಿಸಲು ಪೂರ್ವಾನುಭವಿಗಳ್ ||ಬಹುಪರಿಯುಪಾಯಗಳ ನಿರವಿಸಿಹರದಕೇಕೆ |ಗಹಗಹಿಸುವೆಯೊ; ಮರುಳೆ? - ಮಂಕುತಿಮ್ಮ ||
491,ಅಂಬುಧಿಯ ಮಡಕೆಯಲಿ; ಹೊಂಬಿಸಿಲ ಕಿಟಿಕಿಯಲಿ |ತುಂಬಿಕೊಳ್ಳುವ ಬಡವನೈಶ್ವರ್ಯದಂತೆ ||ಬಿಂಬದೊಳಗಮಿತ ಸತ್ತ್ವವ ಪಿಡಿದಿಡುವ ಭಕ್ತಿ- |ಯಿಂಬು ಕಿಂಚಿನ್ಮತಿಗೆ - ಮಂಕುತಿಮ್ಮ ||
492,ಬಹಿರಂತರೈಕ್ಯವನು ನೆನಪಿಗಾಗಿಸಲೆಂದು |ವಿಹಿತಮ್ ಆಚಮನಾರ್ಘ್ಯ ಪೂಜೆ ನೈವೇದ್ಯ ||ಗುಹೆಯೊಳಗಣದ ಹೊರಗಣದ ಕೂಡಿಸುವುಪಾಯ |ಸಹಭಾವವದಕೆ ಸರಿ - ಮಂಕುತಿಮ್ಮ ||
493,ಬಹುಜನಂ ಕೈಮುಗಿದ ತೀರ್ಥದೊಳ್ ಕ್ಷೇತ್ರದೊಳ್ |ಮಹಿಮೆಯಲ್ಲೇನೆಂದು ಸಂಶಯಿಸಬೇಡ ||ವಿಹಿತಗೈದವರಾರು ವಸತಿಯಂ ದೈವಕ್ಕೆ? |ಮಹಿಮೆ ಮನಸೋತೆಡೆಯೊ - ಮಂಕುತಿಮ್ಮ ||
494,ಹರಿಭಜಕರೊಳು ಭಯದಿನೊಗೆದುದೆನಿಬರ ಭಕುತಿ |ಮರದ ಮೇಲಣ ಭಕ್ತಿಯೆನಿಬರದು ನೋಡೆ? ||ಬರಿಯ ಸಂತೋಷದನುರಾಗರಸ ನಿಜಭಕ್ತಿ- |ಪರಮದಾಕರ್ಷೆಯದು - ಮಂಕುತಿಮ್ಮ ||
495,ಅರುಣೋದಯಪ್ರಭೆಯ; ಗಿರಿಶೃಂಗದುನ್ನತಿಯ |ವರುಣಾಲಯಾಯತಿಯ ನಿರುಕಿಸಿದೊಡಹುದೇಂ? ||ಬೆರಗು; ಬರಿಬೆರಗು; ನುಡಿಗರಿದೆನಿಪ್ಪಾನಂದ |ಪರಮಪೂಜೆಯುಮಂತು - ಮಂಕುತಿಮ್ಮ ||
496,ಬೆರಗಾಗಿಪುವುವೆಲ್ಲ ಪಿರಿತನದ ನೋಟಗಳು |ಬೆರಗೆ; ಮೈಮರೆವೆ; ಸೊಲ್ಲಣಗುವುದೆ ಸೊಗಸು ||ಬೆರಗು ಚಿತ್ತವ ನುಂಗಲೊಗೆವ ಶಾಂತಿಯ ಕಾಂತಿ |ಪರಮನರ್ಚನೆಗೆ ವರ - ಮಂಕುತಿಮ್ಮ ||
497,ಸುತೆಯ ಪೋಷಿಸಿ ಬೆಳಸಿ; ಧನಕನಕದೊಡನವಳನ್- |ಇತರಗೃಹಕಿತ್ತು ನೀಂ ಕೇಳ್ವ ಮುಯ್ಯೇನು? ||ಪ್ರತಿಫಲವು ಬೇರೇಕೆ? ಸುಕೃತಕದು ತಾನೆ ಫಲ |ಹಿತ ಮನದ ಪಾಕಕದು - ಮಂಕುತಿಮ್ಮ ||
498,ಸಂಗೀತ ತಲೆದೂಗಿಪುದು; ಹೊಟ್ಟೆ ತುಂಬೀತೆ? |ತಂಗದಿರನೆಸಕ ಕಣ್ಗಮೃತ; ಕಣಜಕದೇಂ? ||ಅಂಗಡಿಯ ಮಾಡದಿರು ಸುಕೃತಪ್ರಸಕ್ತಿಯಲಿ |ಪೊಂಗುವಾತ್ಮವೆ ಲಾಭ - ಮಂಕುತಿಮ್ಮ ||
499,ದೇವಮಂದಿರ ಭಜನೆ ಪೂಜೆ ಪ್ರಸಾದಗಳು |ಜೀವನದಲಂಕಾರ; ಮನಸಿನುದ್ಧಾರ ||ಭಾವವಂ ಕ್ಷುಲ್ಲಜಗದಿಂ ಬಿಡಿಸಿ ಮೇಲೊಯ್ವು- |ದಾವುದಾದೊಡಮೊಳಿತು - ಮಂಕುತಿಮ್ಮ ||
500,ದೇವನೇನತಿಶಯಿತಮಾನಿಸನೆ ಭೋಗಕ್ಕೆ? |ಹೂವುಣಿಸು ಮುಡುಪೊಡವೆಯವನಿಗಂ ಬೇಕೆ? ||ಆವುದೊಳ್ಳಿತೊ ತನಗೆ ನರನದನು ಪರಮಂಗೆ |ನೈವೇದಿಪುದು ಸಾಜ - ಮಂಕುತಿಮ್ಮ ||
501,ಯುಕ್ತಿಸಾಮ್ರಾಜ್ಯದಲಿ ಭಕ್ತಿ ಬಡ ಪರದೇಶಿ |ಶಕ್ತಿ ಚತುರತೆಯುಡುಗಿ ನೀನು ಸೋತಂದು ||ಉತ್ಕ್ರಮಣದರೆಮನದಿ ದೈವವನು ಪಿಡಿದೇನು? |ಭಕ್ತಿ ರಕ್ತದಿ ಪರಿಗೆ - ಮಂಕುತಿಮ್ಮ ||
502,ಸೃಷ್ಟಿಯದ್ಭುತಶಕ್ತಿಯುಳ್ಳೊರ್ವನಿರಲು ನ- |ಮ್ಮಿಷ್ಟಗಳನರಿತು ನೀಡುವುದವನಿಗರಿದೇಂ? ||ಇಷ್ಟವಾತನೊಳುದಿಸುವಂತೆ; ಚೋದಿಪುದೆಂತು? |ಕಷ್ಟ ನಮಗಿಹುದಷ್ಟೆ - ಮಂಕುತಿಮ್ಮ ||
503,ಜೀವಸತ್ತ್ವದಪಾರಭಂಡಾರವೊಂದಿಹುದು |ಸಾವಕಾರನದೃಷ್ಟನ್ ಅದನಾಳುತಿಹನು ||ಆವಶ್ಯಕದ ಕಡವನವನೀವುದುಂಟಂತೆ! |ನಾವೊಲಿಪುದೆಂತವನ? - ಮಂಕುತಿಮ್ಮ ||
504,ಗಗನ ಬಿಸಿಗವಸಾಗಿ; ಕೆರೆಗಳಾವಿಗೆಯಾಗಿ |ಜಗದುಸಿರೆ ಹೊಗೆಯಾಗಿ ಧಗಧಗಿಸುವಂದು ||ಒಗೆದೆತ್ತಣಿನೊ ರಾತ್ರಿಯಲಿ ಧರೆಗೆ ತಂಪೆರೆವ |ಮುಗಿಲವೊಲು ದೈವಕೃಪೆ - ಮಂಕುತಿಮ್ಮ ||
505,ದೈವಕೃಪೆಯೆನುವುದೇಂ? ಪರಸತ್ತ್ವನವವೃಷ್ಟಿ |ಜೀವಗುಣ ಪಕ್ವಪಟ್ಟಂತದರ ವೇಗ ||ಭಾವಚೋದನೆಗಳಲಿ ಬಾಹ್ಯಸಾಧನೆಗಳಲಿ |ತೀವಿ ದೊರೆಕೊಳುವುದದು - ಮಂಕುತಿಮ್ಮ ||
506,ದೊರೆಗೆ ನೀಂ ಬಿನ್ನಯಿಸೆ ನೂರೆಂಟು ಬಯಕೆಗಳ |ಸರಿ ತನಗೆ ತೋರ್ದನಿತನ್ ಅದರೊಳವನೀವಂ ||ಅರಿಕೆಯೆಲ್ಲವ ನಡಸದಿರೆ ದೊರೆಯೆ ಸುಳ್ಳಹನೆ? |ಕರುಣೆ ನಿರ್ಬಂಧವೇಂ? - ಮಂಕುತಿಮ್ಮ ||
507,ದಂಡನಿರ್ಣಯದಿ ನೀಂ ಕ್ಷಮಿಸೆನಲ್ ನ್ಯಾಯಪತಿ |ಹಿಂದಿನಾ ನಿನ್ನೊಳ್ತನವನ್ ಅಂದಿನಳಲನ್ ||ತಂದೆಬಗೆಯಿಂ ಬಗೆದು ಶಾಸನೋಗ್ರವನಿನಿತು |ಕುಂದಿಸಲಿಕಾಗದೇಂ? - ಮಂಕುತಿಮ್ಮ ||
508,ತಕ್ಕಡಿಯ ದೈವ ಪಿಡಿದದರೊಂದು ತಟ್ಟೆಯಲಿ |ಒಕ್ಕುವುದು ಬಿಡದೆ ಜೀವಿಯ ಪಾಪಚಯವ ||ಇಕ್ಕುವುದು ಸುಕೃತಗಳನಿನ್ನೊಂದರೊಳಗಲ್ಲಿ |ಭಕ್ತಿ ಪಶ್ಚಾತ್ತಾಪ - ಮಂಕುತಿಮ್ಮ ||
509,ಪ್ರಾರಬ್ಧದಲಿ ನಿನ್ನ ಪುಣ್ಯವಿನಿತಾನುಮಿರೆ |ಸೇರೆ ಪಶ್ಚಾತ್ತಾಪ ಭಾರವದರೊಡನೆ ||ದಾರುಣದ ಕರ್ಮನಿಯತಿಯನಿನಿತು ಶಿಥಿಲಿಪುದು |ಕಾರುಣ್ಯದಿಂ ದೈವ - ಮಂಕುತಿಮ್ಮ ||
510,ನಿನ್ನೇಳುಬೀಳುಗಳು ನಿನ್ನ ಸೊಗ ಗೋಳುಗಳು |ನಿನ್ನೊಬ್ಬನೋಸುಗವೆ ನಡೆವ ಯೋಜನೆಯೇಂ? ||ಇನ್ನದೆನಿಬರ ಜೀವಪಾಕವದರಿಂದಹುದೊ! |ಛನ್ನವಾ ಋಣಮಾರ್ಗ - ಮಂಕುತಿಮ್ಮ ||
511,ನರಕ ತಪ್ಪಿತು ಧರ್ಮಜಂಗೆ; ದಿಟ; ಆದೊಡೇಂ? |ನರಕದರ್ಶನದುಃಖ ತಪ್ಪದಾಯಿತಲ? ||ದುರಿತತರುವಾರು ನೆಟ್ಟುದೊ; ನಿನಗಮುಂಟು ಫಲ |ಚಿರಋಣದ ಲೆಕ್ಕವದು - ಮಂಕುತಿಮ್ಮ ||
512,ಆವ ಋಣಕೋಸುಗವೊ; ಆರ ಹಿತಕೋಸುಗವೊ |ಆವಾವ ಕಾರಣಕೊ; ಆವ ಯೋಜನೆಗೋ ||ನೋವ ನೀಂ ಪಡುವುದೇ ದೈವೇಚ್ಛೆಯಾಗಿರದೆ? |ದೈವ ಕುರುಡೆನ್ನದಿರು - ಮಂಕುತಿಮ್ಮ ||
513,ಆವುದರಿನಾವಾಗ ದೈವ ತಾನೊಲಿದೀತೊ? |ಪೂರ್ವಿಕದ ನಿಯತಿಯನದೆಂದು ಸಡಲಿಪುದೋ? ||ಭಾವಿಸುಕೃತವದೆಂದು ಪೂರ್ವದುರಿತಕೆ ಮಿಗಿಲೊ? |ದೈವಿಕರಹಸ್ಯವದು - ಮಂಕುತಿಮ್ಮ ||
514,ಎನಗೆ ಸುಖವಿಲ್ಲವದರಿಂ ದೇವರಿರನೆನ್ನು- |ವನುಮಿತಿಯ ನೀಂ ಗೆಯ್ಯೆ; ಸುಖಿಯದೇನೆನುವಂ? ||ತನುಬಾಹ್ಯಕರಣದನುಭವಕಿಂತ ಸೂಕ್ಷ್ಮತರ- |ದನುಭವವ ನೀನರಸೊ - ಮಂಕುತಿಮ್ಮ ||
515,ಎನ್ನ ಬೇಡಿಕೆ ನಷ್ಟವಹುದೆಂತು ದೇವನಿರೆ? |ಅನ್ಯಾಯ ಜಗವೆಲ್ಲ; ದೇವನಿರನೆನುತ ||ತನ್ನ ತನ್ನನುಭವವ ನಂಬಲೋರೊರ್ವನುಂ |ಭಿನ್ನವಾಗದೆ ಸತ್ಯ? - ಮಂಕುತಿಮ್ಮ ||
516,ಅನುಭವದ ಪರಿ ನೂರ್ವರಿಗೆ ನೂರು ನೂರು ಪರಿ |ದಿನವೊಂದರೊಳೆ ಅದೊಬ್ಬಂಗೆ ನೂರು ಪರಿ ||ಎಣಿಪುದಾರನುಭವವನ್; ಆವ ಪ್ರಮಾಣದಲಿ? |ಮಣಲ ಗೋಪುರವೊ ಅದು - ಮಂಕುತಿಮ್ಮ ||
517,ಮನುಜಸಾಕಲ್ಯದನುಭವಕೆ ಮಿತಿಗೊತ್ತುಂಟೆ? |ದಿನದಿನವು ಕಡಲಲೆಗಳಂತೆ ಪರಿವುದದು ||ಅನುಮಿತಿಯ ನಿರ್ಧಾರವದರಿಂ ನಿರಾಧಾರ |ದನಿ ನೂರು ನರನೆದೆಗೆ - ಮಂಕುತಿಮ್ಮ ||
518,ಅರ್ಥವುಂಟನುಭವಕ್ಕಾದೊಡದು ಮಿತದರ್ಥ |ಸ್ವಾರ್ಥ ಮಿತವಾದಂತೆ ವಿಸ್ತರಿಪುದರ್ಥ ||ಸಾರ್ಥಕವದಪ್ಪುದಾರ್ಷೇಯಾರ್ಥದೊಡವೆರೆಯೆ |ಪಾರ್ಥನನುಭವದಂತೆ - ಮಂಕುತಿಮ್ಮ ||
519,ಪ್ರಾಲೇಯಗಿರಿಗುಹೆಯ ಗಂಗೆ ವೇದ ಪುರಾಣ |ಕಾಳಿಂದಿ ಶೋಣೆ ಪೌರುಷ ಬುದ್ಧಿಯುಕ್ತಿ ||ಮೂಲ ಸ್ವತಸ್ಸಿದ್ಧ ಸಂವಿದಾಪಗೆಗಿಂತು |ಕಾಲದುಪನದಿ ನೆರವು - ಮಂಕುತಿಮ್ಮ ||
520,ತಿಳಿವಾವುದಿಳೆಗೆ ಯುಗಯುಗದ ಬೆಳಕಾಗಿತ್ತೊ |ಹಳದೆಂದು ನೀನದನು ಕಳೆಯುವೆಯ; ಮರುಳೆ? ||ತಳಹದಿಯದಲ್ತೆ ನಮ್ಮೆಲ್ಲ ಹೊಸ ತಿಳಿವಿಂಗೆ? |ಹಳೆ ಬೇರು ಹೊಸ ತಳಿರು - ಮಂಕುತಿಮ್ಮ ||
521,ವೇದ ಲೋಕಾಚಾರ ನಿನ್ನನುಭವದ ಯುಕ್ತಿ |ಶೋಧಿಸೀ ಮೂರನುಂ ಸಂವಾದಗೊಳಿಸು ||ಸಾಧಿತಜ್ಞಾನ ನರಸಾಧ್ಯ ಪ್ರಮಾಣವದು |ಹಾದಿ ಬೆಳಕದು ನಿನಗೆ - ಮಂಕುತಿಮ್ಮ ||
522,ಹೊಸ ಚಿಗುರು ಹಳೆ ಬೇರು ಕೂಡಿರಲು ಮರಸೊಬಗು |ಹೊಸಯುಕ್ತಿ ಹಳೆತತ್ತ್ವದೊಡಗೂಡೆ ಧರ್ಮ ||ಋಷಿವಾಕ್ಯದೊಡನೆ ವಿಜ್ಞಾನ ಕಲೆ ಮೇಳವಿಸೆ |ಜಸವು ಜನಜೀವನಕೆ - ಮಂಕುತಿಮ್ಮ ||
523,ವೇದಗಳು ಶಾಸ್ತ್ರಗಳು ಲೋಕನೀತಿಗಳೆಲ್ಲ |ಹಾದಿತೋರಲು ನಿಶಿಯೊಳುರಿವ ಪಂಜುಗಳು ||ಸೌಧವೇರಿದವಂಗೆ; ನಭವ ಸೇರಿದವಂಗೆ |ಬೀದಿಬೆಳಕಿಂದೇನೊ? - ಮಂಕುತಿಮ್ಮ ||
524,ಪಿರಿದೆಲ್ಲ ಮತನೀತಿಗಳಿಗಿಂತ ಜೀವಿತವು |ನೆರೆಬಂದ ನದಿ ದಡಕೆ ಬಾಗಿ ಪರಿಯುವುದೇಂ? ||ಧರುಮಸೂಕ್ಷ್ಮದ ತಿಳಿವೆ ಲೋಕಸೂತ್ರದ ಸುಳುವು |ಅರಸು ಜೀವಿತ ಹಿತವ - ಮಂಕುತಿಮ್ಮ ||
525,ಜಗ ಬೆಳೆದು ಚಿಗುರುತಿರೆ ಶಾಸ್ತ್ರ ಕರಟಿರಲಹುದೆ? |ನಿಗಮಸಂತತಿಗೆ ಸಂತತಿಯಾಗದಿಹುದೆ? ||ಬಗೆಬಗೆಯ ಜೀವಸತ್ತ್ವವಿಕಾಸವಾಗುತಿರ- |ಲೊಗೆವುದೈ ವಿಜ್ಞಾನ - ಮಂಕುತಿಮ್ಮ ||
526,ಸೆರೆಬಿದ್ದು ಧರ್ಮಪಾದಪ ನಿಲದು ಮತಗಳಲಿ |ಜರೆಯಿಂದ ಬರಡಹುದು ಮಠದ ನೆರಳಿನಲಿ ||ಪರಸತ್ತ್ವರಸ ವಿಶ್ವಜೀವನದ ಬೇರ್ಗಳಿಂ |ನೆರೆಯಲಾ ತರು ಸೊಂಪು - ಮಂಕುತಿಮ್ಮ ||
527,ಜೀವಕಾರಣಮೂಲ ಗೂಢವಾಗಿರ್ದೊಡಂ |ಧೀವಿಕಾಸದ ಬೆಳಕನಾದನಿತು ಗಳಿಸಿ ||ಕೈವಲ್ಯಪಥವನರಸುತ ಯಾತ್ರಿಸಲೆಬೇಕು |ದೀವಿಗೆಯು ಮತಿಯೊಂದೆ - ಮಂಕುತಿಮ್ಮ ||
528,ಭಕ್ತಿ ನಂಬುಗೆ ಸುಲಭ; ಭಜನೆ ವಂದನೆ ಸುಲಭ |ತತ್ತ್ವಶೋಧನೆ ಕಷ್ಟ; ಮತಿಕಾರ್ಯ ಕಷ್ಟ ||ಸುತ್ತುವುದು ಗಿರಿಸುತ್ತ ಸುಳುವೆಂದು ಲೋಕಜನ |ಹತ್ತುವನು ತಾಪಸಿಯೊ - ಮಂಕುತಿಮ್ಮ ||
529,ಪರದೈವವನು ತೊರೆಯೆ ಗತಿ ನರನಿಗಿಲ್ಲ ದಿಟ |ನರನಿಲ್ಲದಿರೆ ದೇವನನು ಕೇಳ್ವರಾರು? ||ಪುರುಷತೆಯೆ ಸೇತುವೆ ಮೃಗತ್ವದಿಂ ದಿವ್ಯತೆಗೆ |ಮುರಿಯದಿರು ಸೇತುವೆಯ - ಮಂಕುತಿಮ್ಮ ||
530,ನಿನ್ನ ಕಣ್ ಕಿವಿ ಮನಗಳರಿವಷ್ಟು ನಿನ್ನ ಜಗ |ನಿನ್ನನಳಿಸುವ ನಗಿಸುವೆಲ್ಲ ನಿನ್ನಂಶ ||ಉನ್ನತಿಗೆ ನೀನೇರಿದಂತೆ ಜಗ ವಿಸ್ತರಿಸಿ |ಸಣ್ಣತನ ಸವೆಯುವುದು - ಮಂಕುತಿಮ್ಮ ||
531,ಶಶ್ವದ್ವಿಕಾಸನ ಹ್ರಾಸನ ಕ್ರಮಗಳಿಂ |ವಿಶ್ವದಲಿ ನರ್ತಿಸುತೆ ಪೌರುಷೋನ್ನತಿಯೊಳ್ ||ಸ್ವಸ್ವರೂಪವನರಸುವಾಟ ಪರಚೇತನದ |ಹೃಷ್ಯದ್ವಿಲಾಸವೆಲೊ - ಮಂಕುತಿಮ್ಮ ||
532,ಕಟ್ಟಡದ ಪರಿಯನಿಟ್ಟಿಗೆಯೆಂತು ಕಂಡೀತು? |ಗಟ್ಟಿ ನಿಲದದು ಬೀಳೆ ಗೋಡೆ ಬಿರಿಯುವುದು ||ಸೃಷ್ಟಿಕೋಟೆಯಲಿ ನೀನೊಂದಿಟಿಕೆ; ಸೊಟ್ಟಾಗೆ |ಪೆಟ್ಟು ತಿನ್ನುವೆ ಜೋಕೆ - ಮಂಕುತಿಮ್ಮ ||
533,ಪುರುಷಂ ಸ್ವತಂತ್ರನೋ? ದೈವವಿಧಿ ಪರವಶನೊ? |ಎರಡುಮನಿತಿನಿತುಳ್ಳ ತೋಳಿನಂತಿಹನೋ? ||ತಿರುಗುವುದು ಮಡಿಸುವುದು ತೋಳ್ ಮೈಯಕಟ್ಟಿನಲಿ |ನರನಂತು ಮಿತಶಕ್ತ - ಮಂಕುತಿಮ್ಮ ||
534,ಹರಡುವುದು ಸಾಜ ವಾಯುಗೆ ಸೈಸದದು ತಡೆಯನ್ |ಉರುಳಿಪುದದೆಲ್ಲವನು ತಡೆಗಳಿಲ್ಲದಿರೆ ||ನರನ ಸ್ವತಂತ್ರಗತಿಯಂತು ಹಿತಮಿತವಿರಲು |ಅರಸೊ ಮಿತಿಯಾಯತಿಯ - ಮಂಕುತಿಮ್ಮ ||
535,ನೀರ ನೆರೆ ತನ್ನೆದುರಿನಣೆಕಟ್ಟನೊದೆಯುವುದು |ಊರನದು ಕೊಚ್ಚುವುದು ಬದಿಯ ಕಟ್ಟದಿರೆ ||ಏರಿಗಳನಿಕ್ಕೆಲದಿ ನಿಲಿಸೆ ಹರಿವುದು ಸಮನೆ |ಪೌರುಷದ ನದಿಯಂತು - ಮಂಕುತಿಮ್ಮ ||
536,ಎಸಳಿನಡಿ ಗಿಡದ ಬಿಗಿ; ಮೇಲೆ ಗಾಳಿಯ ಸರಸ |ಕುಸುಮದ ಕ್ಷೇಮವಾ ಬಿಗಿತ ಬಿಡುತೆಗಳಿಂ ||ಕುಶಲ ಸೌರಭವ ನಿರ್ಯತ್ನ ಸ್ವತಂತ್ರದಿಂ |ಪಸರಿಪಾ ನಯ ಸುಖವೊ - ಮಂಕುತಿಮ್ಮ ||
537,ತರಣಿಶಶಿಪಥಗಳನು; ಧರೆವರುಣಗತಿಗಳನು |ಮರುದಗ್ನಿವೇಗಗಳ ನಿಯಮಿಸಿಹ ದಕ್ಷನ್ ||ನರನರಸಿಕೊಳಲಿ ದಾರಿಯ ತನಗೆ ತಾನೆಂದು |ತೊರೆದನೇತಕೆ ನಮ್ಮ? - ಮಂಕುತಿಮ್ಮ ||
538,ತನ್ನ ಬೆವರಿನ ಕೊಳದಿ ತಾಂ ಮುಳುಗಿ ತೇಲುತ್ತೆ |ಧನ್ಯನಾನೆನ್ನುವನದೊರ್ವ ಸ್ವತಂತ್ರನ್ ||ಪುಣ್ಯತೀರ್ಥದೊಳಿಳಿದು ಕರಗಲ್ ಸ್ವತಂತ್ರ ತಾನ್ |ಎನ್ನುವವನಿನ್ನೊರ್ವ - ಮಂಕುತಿಮ್ಮ ||
539,ಬರಿಯ ಬುದ್ಧಿವಿಮರ್ಶೆಗರಿದು ಜೀವನತತ್ತ್ವ |ಪರಿಶೋಧಿಸುವರಾರು ಬುದ್ಧಿಋಜುತೆಯನು? ||ಸ್ಫುರಿಸುವುದದೆಂದೊ ತಾನೇ ಮಿಂಚುಬಳ್ಳಿವೊಲು |ಪರತತ್ತ್ವ ಮನದೊಳಗೆ - ಮಂಕುತಿಮ್ಮ ||
540,ನರವಿವೇಕವದೇನು ಬರಿಯ ಮಳೆನೀರಲ್ಲ |ಕೆರೆಯ ನೀರ್ ಊರ ಮೈಸೋಂಕುಗಳ ಬೆರಕೆ ||ಧರೆಯ ರಸವಾಸನೆಗಳಾಗಸದ ನಿರ್ಮಲದ |ವರವ ಕದಡಾಗಿಪುವು - ಮಂಕುತಿಮ್ಮ ||
541,ಪ್ರಾಕ್ತನದ ವಾಸನೆಯೆ ಮನಕೆ ಮೊದಲಿನ ಮಂತ್ರಿ |ಯುಕ್ತಿಗಳ ತನಗೊಪ್ಪುವಂತೆ ತಿರುಗಿಪುದು ||ಸೂಕ್ತವೆನಿಪುದು ಸಹಜರುಚಿ ತನ್ನ ತರ್ಕವನೆ |ಗುಪ್ತದೊಳು ಕುಟಿಲವಿದು - ಮಂಕುತಿಮ್ಮ ||
542,ಆಶೆ ಮಂಥರೆ; ನರವಿವೇಚನೆಯೆ ಕೈಕೇಯಿ |ಬೀಸೆ ಮನದುಸಿರು ಮತಿದೀಪವಲೆಯುವುದು ||ವಾಸನೆಗಳನುಕೂಲ ಸತ್ಯತರ್ಕತೆ ಶೂಲ |ಶೋಷಿಸಾ ವಾಸನೆಯ - ಮಂಕುತಿಮ್ಮ ||
543,ಭಾವದಾವೇಶದಿಂ ಮನವಶ್ವದಂತಿರಲಿ |ಧೀವಿವೇಚನೆಯದಕೆ ದಕ್ಷರಾಹುತನು ||ತೀವಿದೊಲವಿನ ದಂಪತಿಗಳಾಗೆ ಮನಬುದ್ಧಿ |ಜೀವಿತವು ಜೈತ್ರಕಥೆ - ಮಂಕುತಿಮ್ಮ ||
544,ಅನುಭವದ ಪಾಲೊಳು ವಿಚಾರ ಮಂಥನವಾಗೆ |ಜನಿಯಿಕುಂ ಜ್ಞಾನನವನೀತವದೆ ಸುಖದಂ ||ಗಿಣಿಯೋದು ಪುಸ್ತಕಜ್ಞಾನ; ನಿನ್ನನುಭವವೆ |ನಿನಗೆ ಧರುಮದ ದೀಪ - ಮಂಕುತಿಮ್ಮ ||
545,ಬುದ್ಧಿಪ್ರಕಾಶದಿಂದಂತರನುಭವಶೋಧೆ |ಸಿದ್ಧವಾ ಶೋಧೆಯಿಂ ಸತ್ಯಸಂವೀಕ್ಷೆ ||ಶುದ್ಧಸತ್ಯವ ಜೀವಿತಪ್ರಶ್ನೆಗನ್ವಯಿಪ |ಪದ್ಧತಿಯೆ ಧರ್ಮವೆಲೊ - ಮಂಕುತಿಮ್ಮ ||
546,ಶ್ರೀಯನಾಯುವ ಬಲವ ಜಯವ ಬೇಡಿರ್ದೊಡಂ |ಗಾಯತ್ರಿಯನೆ ಪರಮಮಂತ್ರವೆಂದಾರ್ಯರ್ |ಧೀಯಂ ಪ್ರಚೋದಿಸೆಂದನುದಿನದಿ ಬೇಡಿದರು |ಶ್ರೇಯಸ್ಸು ಧೀಮಹಿಮೆ - ಮಂಕುತಿಮ್ಮ ||
547,ಮತಿ ನಯನದಂತೆ ಮುಂದಿರ್ಪುದನು ನೋಡುವುದು |ಮಿತವದರ ಕೆಲಸ; ಹೆಳವನ ಚಲನೆಯಂತೆ ||ಗತಿಶಕ್ತಿಯದಕೆ ಮನವೆಂಬ ಚರಣದ ಬಲದೆ |ಮತಿಬಿಟ್ಟ ಮನ ಕುರುಡು - ಮಂಕುತಿಮ್ಮ ||
548,ಪುರುಷಬುದ್ಧಿಯೆ ಸಾಕು ವರಸಿದ್ಧಿಗೆಂದಲ್ಲ |ಪರಮೇಶಕರುಣೆಯನವಶ್ಯವೆಂದಲ್ಲ ||ಚರಣ ನಡೆವನಿತು ಕಣ್ಣರಿವನಿತು ದೂರ ನೀಂ |ಚರಿಸದಿರೆ ಲೋಪವಲ? - ಮಂಕುತಿಮ್ಮ ||
549,ವಿಧಿಗೆ ನೀಂ ಕಾರ್ಯನಕ್ಷೆಯ ವಿಧಿಸ ಹೊರಡದಿರು |ಅಧಿಕಾರಿ ನೀನಲ್ಲ; ವಿಧಿ ಬೆಪ್ಪನಲ್ಲ ||ಹದವರಿತು ವಿಧಿ ತಾನೆ ಕುದುರಿಸುವನೆಲ್ಲವನು |ಅದಟದಿರು ನೀನವನ - ಮಂಕುತಿಮ್ಮ ||
